Faecalibacterium,6
Gemmiger,1
Parabacteroides,4
Blautia,2
Eubacterium,1
Odoribacter,1
Unclassified,10
Lachnoclostridium,2
Phascolarctobacterium,1
Bacteroides,12
Roseburia,4
Erysipelatoclostridium,1
Alistipes,5
