Clostridia,1089
Bacteroidia,882
Gammaproteobacteria,44
Negativicutes,60
Verrucomicrobiae,29
Erysipelotrichia,10
Campylobacteria,1
Lentisphaeria,4
Deltaproteobacteria,2
Bacilli,7
Unclassified,1
