Clostridia,1630
Bacteroidia,1038
Gammaproteobacteria,54
Negativicutes,70
Unclassified,110
Verrucomicrobiae,29
Erysipelotrichia,27
Deltaproteobacteria,3
Bacilli,9
Coriobacteriia,3
Campylobacteria,1
Lentisphaeria,4
Mollicutes,3
Alphaproteobacteria,8
