total # reads,3032
#reads classified at kingdom level ,2977
#reads classified at phylum level ,2883
#reads classified at class level ,2879
#reads classified at order level ,2867
#reads classified at family level ,2783
#reads classified at genus level ,1745
#reads classified at species level ,134
