total # reads,3032
#reads classified at kingdom level ,2129
#reads classified at phylum level ,2128
#reads classified at class level ,2128
#reads classified at order level ,2128
#reads classified at family level ,2128
#reads classified at genus level ,1775
#reads classified at species level ,174
